sentimen	Tweet
1	sempurna lelaki gantung perempuan paham the end moga moga jodoh aa
1	sabar pengin diri sana bahagia
0	nasib iphonee lancar henti apple lancar model iphone mustahi
0	masuk radar pasma fact masang dp gue me path share twitter basi lu
-1	postingan konyol sebar whatsapp group gempa palu ada f
0	muka susu sanggup
1	hi happy birthday gawan thread ah
-1	kah orang sih kalo tau sok chat ya pirsa rumpik rumpi deh biar rame htt
-1	kolot caption kau bro isteri berkerjaya kena tolong tak benda kak
1	orang selesai tantang tantang bentuk bukti tantang
1	bismillah real video cotton face colour harga kak box simpan kapas lengkap kak
0	mari ebit gad bang
-1	dima gue hasil masuk negeri masuk swasta emak gue enggak mau ecek ecek biar mahal
0	selamat ulang bespren cie sayang noona umur moga umur sehat ganteng amp
0	moga sgala urus sis dipermudahkn yerr
-1	terjemaahesungguhnya rugi ajar iaitu ajar hadir kuliyyah jug
0	jenis orang musibah amp geng uji musibah kelompok
-1	prabowo sandi jabat
0	ketemu despo anak susah dideketin aura dingin kayak kulkas beli cowok omong
-1	banget nih wanita nenek laku
0	batik kayak indah lahir kaya seni peluk indah hidup tentu haribatiknasional
0	hello exotic perform asli akak tonton o hyper aktif kepleset bilang owhehun keta
0	salah caption tukar pls era malaysia baharu ramai suami keluarga grabfood unt
0	oiya guys tambahatuyarat doa saudara saudara sulawesi kena musibahemoga
0	sembah riuh renjana parainspirasi timnas basketball wheelchair indonesia ayo dukung me
0	thiss sumpah kexpo kemarin kyungsuk banget video twt doang cha eunu zz knpsih ri
-1	manggil sayang doang aduh sungguh ku niat cela maki bela jelek banget
0	diam pintar bilang pintar
-1	nak kejar menang usahlahebar fitnah perkara dasar isu bahas
0	sepupu adek gue terima hoodie nih kemaring bung
0	i contoh melayu deh kempen kempen konservasi isu alam takberjaya
-1	kritik orang posisi pikir lemah te
0	salah tuju revolusi mental biasa ambil hak
-1	curi sapu tangan cikgu lisa tipu cikgu kamal cikgu lisa hadiah sempena orang a
0	grup bilang overrated grup underrated
-1	twips rusa palu donggala danigi desa hancur warga butuh
0	bestie with benefit kah
1	teacher noriha dapat jaya kena korban perkara
-1	kalah laki laki aku kalah cari psikiater indak
-1	benci jauh orang kecewa
-1	pki teriak kyai kyainya gubuk asrama santri rusak kasur bakar buku santri bakar habis sarana p
1	wkwkwk
-1	jangn ambik sempat orang ikhlas tolong
1	bahagia milik bangga
1	jeling mata pandang redup sayu wajah buat hati bunga jadi hari makna hidup
0	desa hilang bak tel bumi bangun timbun meter tanah duka rakyatulawesi
0	sekaliji cuman pikir konsep ubah konsep acara bo
0	pas kali taunail mail indonesia ngajakin dandy tonton bilang kalo o
-1	ngerep kafir seriously statement tampar bilang kafir
1	samping keras cerdas tuntas ikhlas ikhlas terima
1	dukung jaga mencaciemangat boys respect habi
-1	suka gemas oknum bertanggungjawab sebar hoax tengah sedih landa saudara hati
-1	wkwkwkwk sombong habis lo sekolah sbm kaliekolah p
-1	paham
1	khayal urut atas daftar rindu
0	yoba dekat eh
0	orang individu independen gantung orang alami sulit terusla
1	mama ajar rajin orang baikentiasa tolong orang allah tolong
1	juang hadap rintang pribadi musuh jatuh
0	duduk malaysia sebar tipu salah ciri scammer family mere
0	halo my day buka donasi saudara palu donggala bantu donasi klik link i
1	dear terima kasih
0	kali rindu baca alfatihah moga rindu balas
-1	taurus tukang php bikin bawa asa anjer ya tuh jago perhati tarik ulur sih
0	jenis kawan korang jenis
0	takpe next time sorok butang chat ye
0	foto vlog rilis samam
0	mesti laku sarap tentu type sarap pas
1	sakit senyum hina sabar jatuh bangun
1	tekun coba bniquotes
0	kelar memorisonora dengar iwan bardan lunchandbreak take your break have you
1	gapapa suka
-1	linang airmata saksi saudara bahan bumi allah uji uji ringan ya all
0	deh suka hanbin banget tonton ikon tv sayang membernya uwu
1	kitaorg elok jee alhamdulillah dikurniakan nafas didik generasi muda menja
1	maaf hati lapang allah maha maaf follow tau
0	kadang suka lupa gue nge dm ig tim
0	hai ata park yuhuu askot
1	sahabat curhat senang hidup asyik sahabat hidup sepi mrzprlquotes
1	warga kampung lere palu syukur rawan fpi sigap radikal evakuasi jenazah kerabat korb
-1	keroyok banci nya wanita mana hati nurani coba negeri
0	taurus jago banget bikin baperemua orang suka care nya kayak bangsat hilang gi
-1	singgah tetap
0	zaman batik pakai anggota raja raja hati haribatiknasional
0	gerak sunyi
1	syukur tragedi antem tahan tahan mana gue sakit dir
-1	berani nya main fisik
0	selamat batik nasional activers batik waris budaya turun turun indonesia
0	hi selamat siang kait mohon sedia tunggu lapak tanggap aju komplain ya
1	putus asa serah jalan hidup tuhan hidup
0	dara perihatin dara alam sekitaremoga jaga hidupa
1	cari sukses lewat batas batas wajar sukses oleh
0	twitter please your thing teman teman tolong bantu sebar sahabat natachia massie keluargan
0	tulis jalan hati hati jalan iya v
0	geng sunflower harga deh habis gentle deh ceitt mari borong base shah alam
0	pocong ya
0	jual premium
-1	bilang mana ketemu nyali brutal honesty ya restee wassap geme
1	give away bismillah habis rejeki maaf follow love t
1	mari cipta
0	destinasi wajib kunjung kunjung keuradeukabumi sukabumi inisukabumi
-1	adakalanya hadap ketidakmampuan mundur tantang batas uji
0	rindu
0	eptember wib jarah mall tatura paluulawesi merekaangat butuh logis
0	lewat temu
0	dukung batik salah industri kreatif gerak ekonomi nasional ya haribatiknasional
-1	hidup dihabisin juang cinta juang bro graphicdes
1	gubernur gue
0	siang cinta dfas tani diandra dreq np sadar
-1	innalillahiwainnailaihirojiun takziah keluarga allahyarham datori wan amizan pergi rahmatullah sem
0	ya bebas bu nginap nginapampai malam ayok enak bicara bebas
0	hilang beses nakita
0	pagi sarap pakai lauk ikanuspek peritonitis et causa appendicitis essmbohh karepmu
0	bukti kuat narasi lupa memposting foto olah salah beranda pantai palu ber
-1	rakyat indonesia duka musibah gempa amp tsunamiulteng palu amp donggala negara dunia duka
0	assalamualaikum pakai tri bagi saran masuk nya
0	ganti header ah
-1	isu edar wag diurabaya benar waspada terima tamu orang ya
0	pelit cayang
0	dengar jarah makan tangkap warga palu mas
0	suka nakal mah melet wlee hih kadang manja
0	hancur guys tolong luar mari syukur
-1	sakit hati omong kabar ya
-1	percaya drama dicka om aup kumpul kebo
-1	orang kutuk close your ears and dont listen with them and dont argue with them be strong and take sih
0	biasa orang kawan gila famous tengok kawan sorang dahla cantik puji sok
0	kolam renang puslatdikkormil tni al juanda informasi air kolam nya ombak keras kosong berenan
-1	tolak partai jual agama dukung teroris
0	asa ta
0	curhat sok drama sok korban sadar cari
1	tetapjkw laku aktivitas penuh cinta harap keridhaan nya a
0	hadir bioskopuzzanna gentayang sudut sudut kota kamuiap bertemuuzza
0	tengok gunung fuji letak harap lampau nikmat hidup andai l
-1	jelek fpi aku warga palu nama biadab
0	dawuhe gus mus banding alam semesta orien
-1	kelompok giring opini prabowo amp tim mawar aman
0	gue hilang enteng pengin
1	page jap time best internet laju google je asyik menang
1	bahagia bahagia bareng bareng rela salah bahagia coba bo
0	damn men butuh adil persib
0	tangkap pesta narkoba gay diunter member gym ff gerombol gym
1	batik butuh padu warna corak indah masakan butuh cipta keinda
-1	affair ya twitter begitu doang diselamatin
0	ya buibu main twitter habis
0	niatu masuk
0	nak tengok tv series online kat eh tengok free
0	habis goreng
0	papa bilang rusa makan rumput enggak usah pakai colong
0	coba kontak
-1	maaf ya bosenan
0	youtuber grebek sarang main jav youtuber
0	perhati video pasca gempaulawesi point lihat nilai betapa bikin merinding
0	gelang kaki hias custom sesuai ukir nama re
1	bantu ringan kawan kawan jurnalis anggota aji palu aji indonesia galang bantu dana sih
-1	kangen dicariin telfon telfon ngomel marahin ngomelnya tanda sayang banget khawatir banget
1	keluarga alas kerja keras engkau telantar kerja keras
-1	kalo malu nyaleg
1	i sure anak tanam niat nak kerja nak sara keluarga senang bapa balas jasa mere
0	orang sakit kecuali kau peduli peduli pada
-1	kasihan minggir
1	doa alat berat lancar kesini wajah jokowi tahan
-1	maksa
1	syukur tuhan biar syukur bahagia tuhan lipat ganda bahagia ki
1	ayat manis before marriage is absolutely cinta murah mudah tutur ikat sah
-1	tuh kelakuaan nya kayak girlgroup
0	kalo renti main twitter
0	makan hm meong
-1	mulut gentong
0	selamat batik nasional temu kartu kredit baca edisi batik gambar https
0	ih goreng kayak mimiperi kirim wasap langsung im promise
-1	laden min iq nya nyampek instropeksi
-1	indonesia barat timur
0	barusan pagi palu grand mall warga ambil barang isi mol ba
-1	orang seragam fpi tulis lambang hti demo nyuruh ya
1	balas sayang bahagia
0	mari bolasepak malaysia bersih tiada orang cakap bolasepak https
0	stuff kawaii amp keren jual komik recommended lho cek favorit
0	hujan pagi khabar bawa rintik lakar muka pasir pagi sunyi silang penjuru dada mem
0	jengkal jengkal hasta hasta masuk lubang biawak mengi
0	ustazah fatimahyarha pesan lelaki anggap teman wanita tanda cinta murah
0	kenal double date
0	hastag jnebatik amp jnebanggaberbatik orang menang utama voucher belanja rp
1	mari teguh pribadi bangsa indonesia
1	allah suruh ajar nak faham ilmu kenal allah orang ajar seb
-1	juta muslim uighur tahan kamp kamp perintah komunis china kaum liberal diam ribu ba
0	saat timpa musibah us tembus eandainya ucap bu menkeumi
0	comi bizi makan sorang sorang
0	mau kesepatakan bareng
-1	kalo suruh pilih suruh pilih
0	gue pikir bilang rp nge rp news nya kalo edit gue pakai logo
-1	jujur pikir kalah bagus timnasday
-1	silap besar mentaliti masyarakat malaysia penting result proses betulebab i
0	omspikkepo phobia
0	kirim barang ongkir ikut alur ya connectinghappiness
-1	edit bagus ship b sih
0	keras dakwah sasar dakwah jauh diri dakwahmual
1	apa laku apa salah temu maaf hati mama i love you forever
1	jodoh ku
1	selamat batik nasional identitas bangga budaya ciri khas bangsa indonesiaudahka
0	korban tsunami jarah toko gudang butuh jiwa kriminal bar bar ya
-1	sorry kung mahal nya mahal
0	patut mak pesan over gelak at the end nngis and ya gelak igt dunia
0	insting makhluk hidup tahan hidup mati lapar survive tunggu bantu
0	gilir bela
-1	heran ya omong orang omong orang omong oran
0	hai cek resi transaksi ekspedisi delivered terima mohon kak
0	sebentar duabelas tunggu pesan balas tidur pulas
0	thread kulit minyak kulit kering normal skin combination skin kulit sensitive jen
1	terimakasih sukses
-1	hoax tebar benci rezim kuasa rupa isis diuriah white
-1	celotehaya presiden miskin dunia miskin orang miskin bekerj
-1	iblis angin angin panas orang sangka duduk condo flat tkde jin iblis masuk
0	otomatis dengar musik main iseng lihat nyanyi asli kayak mas mas
1	semangat pakemoga tuhan kuat sakit angkat amin
1	rakyat cerdas kritik benci topik selamat indonesiaekarang bencana
0	polisi aman laku jarah toko hp palu situasi orang sadar syukur at
0	guekepo panggil diekolah
-1	biadab inieorang wanita seyogyanya laku a
1	obat sakit
-1	goblog
-1	ibunda bilang orang jahat gampang caranyaakitilah hati orang maaf diam
0	abi ummi iman allah kalimat kalimat nya ikut tunjuk
1	kadang kadang luka orang sayang hm
0	selamat batik nasionalahabat riah batik cemin ngajakin share foto
0	butuh
1	orde sengsara anak bangsa catat tumbuh ekonomi tinggi i
-1	anjir foto duduk anak rajin yaampe jam kelasnta
1	hmm cmtu takpela wal ajar bina rumah tangga hahahhahahahaha
0	mana letak gagal jalan ya paham tangan benc
0	mandang batik akik makan duren yuk pakai batik biar keren haribatiknasional
0	kawan ragu danau toba transportasi mana sukses dip
0	mah bebas negara punga
0	jokowi diselametin om
-1	gue mungkir akar rumput ketidaktahuan naif pikir gue sesal elit terdi
0	partai karya koalisi prabowo ya wajar kak
1	lucu
1	malam hujan meteor bintang jatuh jam minta bintang
0	batik identitas dunia batik nasional haribatiknasional
0	sorry dahil nilapita
0	donasi korban gempa palu langsung google cari ketik palu
0	usia komitmen masa bilan
0	batik identitas dunia jokowi batik nasional haribatiknasional
-1	musibah timpa teman teman palu sakit sakit dek
-1	hidup ndapapa orang sok mbenerin hidup
1	happy birthday moga sukses ya lelep kalo
0	iya tukar bikin ftv unn mau daya kentank
0	ingat bela sempur
-1	tahan kalo tindak pks rusak percaya rakyat daneluruh salah ulah
0	yuk tebak personil band ttulis kolom komentar ya lupa ajak teman
0	uhuk hm lihat
0	sih ketemu orang sapa tau nama sekolah bu jad
0	reveluvnesia kali red velvet for donggala palu yuk bantu saudara donggala palu
0	orang berani mempe
-1	sepakat kasih selera rendah
0	viny jakarta vin kawaei rina iriyama anna serang pakai gergaji pas handshake akb kemarin sayang gws sih
-1	malang kucil ajar salah maki kaca send
-1	harap berekspektasi
0	tuh pakai batik ganteng tambah hahahhaha
-1	janganekali kali melupakanejarah iroekarno presiden republik indonesia mari buka catat p
0	oh adek hjg minggu jela tanak kat asrama bulur keluarga
1	perempuan perempuan cerdas tangguh indonesiamaju cepat
-1	hai kak mohon maaf kendala alami promo dihopee laku nasio
0	tuh hamba dorang
0	info orang bank bisami transaksi negeri
0	ulur tangan saudara palu bupatisoppeng
0	guys meh ler support gua polaroid bisnes nak harga murah murah je haa taknak beli tolong
-1	ego siksa capek dengan
-1	banci berani keroyokan emak keroyok astaghfirullahemoga aparat hukum nyali
1	gakak sumpah moco reply an e erina receh banget
-1	sih manja banget omong tenggorok
0	lari kuat tenaga mari cha
0	wih benerehati ming
-1	main kasar pancing seteru periksa tkpaksi saksi periksa cctv tkp hasil visum
-1	tuh kadang suka kesal banget bikin kangen
1	cari allah suka kontribusi dapat dakwah
0	hey stalk tuh uhukk
0	moga komunikasi putus kabar cari temu tinggal kak
0	found this at a local store makan ubah cakap taip
0	banding hapus hukum kasih berita hukum berat awal ha
0	salamavage cipta casing sesuai selera angan angan sana
0	detektif menganalisa rasa ran mouri
0	ih mam ay btw janlup mam siang ya
0	sadar batik tani momen lahir sekolah meni
-1	lucu umat negeri beda
-1	kabar bencana palu manfaat orang mental kriminal jarah pom bensin toko dsb
1	suka ayat rezeki cari allah nak seb
1	politik akur
-1	nge tweet mesyen jahat
0	terkadang harap baca hati orang longok sanubari baca tulis disa
0	hello st day puasa kalianiapa bosan tunggu nak buka puasa main game truth orang dar
1	coba kue kering sih enak
-1	admin peleksana event tahunipintinioi maaf besar anak anak dikarenaka
0	hadap ubah ubah hadap quranhour
-1	anjing
1	redha kecewa hati percaya allah anti kecewa sesu
0	ya grup tuh maaf bikin takut berita broadcast kiamat pade
0	ab exo comingsoon tuh kode gaes
0	hi transaksi bantu rit ya mohon kece terima kasih
1	mari berkat orang orang
0	yuk vote jago google vote langsung ketik tvki vote googleearch pilih kontes
0	warga awam doa moga rupiah baik dek
0	asli sih
-1	sibuk rindu biy
0	pks padam aktifitasnya o orang aku orang orang mash exis bantu masyarakat dim
1	semangat ya nder enggak usah urus replynya hak pilih terbaikemoga depan otak dengkul ya
1	cinta percaya
0	dengar dosen ajar kelas variabel kalo sih jadi rangin nama nama gap
0	intropeksi sih ngetreat cowok jatuh bilang tikung v
0	malam gue post hehehe gue hapus lupa ya allah dua
0	selamat batik nasional cinta lestari budaya
0	tuc ayo ya ayo ayo ramai teman
0	kisah bekalsebelumajaleps
-1	saking antri tunggu orang hilang senyum
-1	dicariin tuh bikin middyu eonnie emosi
0	rae dita haloelamat dita tiga kenal voucher makan rumah
-1	sedih syahwat kuasa arwah pki bangkit saing sehat
-1	valir bikin skill
0	halo moga promo gencar banding lurus sejahtera drivernya ya biar malesan
1	ah ayo tema
1	ih daftar
-1	kasihan klub persibnya gara ulah suporter kena imbas persib duduk
0	izin biasa
0	kustomfest jelas beda wajar b
-1	mandi malas suruh ngejar ngejar mas
0	teman teman tarik gabung yuk rapat js luwansa sedihilakan ku
0	sekilasinfogefm bantu asing masuk jokowi peduli
0	moga keluarga saudara sahabat kena musibah kemarin kuat tabah lindung
0	langit malam tahu malam bintang caha
-1	tida balas coba hancur rumah tangga puas
-1	membosanka
-1	norma n etika budaya bngsa bangga cntoh hancur budaya
1	tlw prank hahaha milik kagum kecut ya base untuk
0	batik aset bangsa jaga lestari kpp pratama tulungagung seragam batik
-1	kepala berat pikir
-1	didik terima komennya mana pergi moralitaspeechlesspt manusia
0	hi mende cuba zebarkan kengkawan perihal rujuk gambar tau ayat ceduk masuk sur
0	sakit sisturr
-1	rindu
1	jelek setia teman lo lay happy birthday
0	kalo
0	duit bank pon deh xselamat
0	makan siang
1	gagal cuba biar selekeh janji otak padu ilmu senyum sedih amp sakit sayang sih
1	putus juang doa tuhan memeberikanmu kekuata
0	masuk gambar
1	takut coba baruemua ringan laku ikhlas
0	selit doa sujud solat ya allah tarik nyawa ku hasnulkhatimah amin
0	letih insyaallah hilang ucap baikemua insyaallah ringan denga ucap baikem
1	rp hei sa ya selamat pilih hahaha lupa makan ya
-1	berisik banget anjir
-1	rezim hancur nkri
0	saran mytelkomsel aplikasi kak
0	kapolri jarah lapar
0	aniaya bu ratnaarumpaet film barat musuh ancam korban
0	batik salah waris dunia identitas bangsa indonesia generasi muda sih
-1	manusia allah zalim quran ingat tunjuk manusia zalim
1	bahagia tolong kabar bahagia
0	jaga sehat ya teens adel perbnyak minum air putih amp makan atur lupa doa o
0	heuung ayo beli
-1	ptl untuk iya badmood kmrnenyum jelek tuh kalo cemberut fightingomi
0	doang anggap
1	hidup sehat bekal buat baik yuk cek biasa hari tentu sehat tubuh
-1	rlt ganggu cowok kelas kayak katai gb kak balas sekar
-1	sepele narasi hoax bodoh kaum radikal kuasa dunia didik
0	lhah
0	main entot ya
0	bantu negara ingin bantu teman bany
-1	innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa percaya keamananekarang l
0	paham batik paham filosofi wastra nusantara lestari batik lestari tradisi bangsa kak
0	ugh hamba iklan paham indomie lauk
-1	sedih haru
0	erti kerja butuh sinkronisasi pas elemen atas rekan kerja kerja ya
0	apasih trending kalo
-1	rusak bahagia anak gadis cinta besar sepenuh hati ayah ibu
-1	bingung sih asih tuhan asih manusia
0	kodekeras ya mark
0	rampok hasil
0	cont kecup kecup pipi kaminari geleng kepala paham tingkah laku sih
0	kalo bilang dahulu akibat bang
0	ambil gaya kustom chopper motor tahap kerja lulut menya
1	pesan bijak pagi moving on moving up kuat
-1	biasa expect sedih terima jela takda huhuhu
-1	doa ucap ya tuhan ampun dosa dosa tindak tindak lebih lebiha
0	savage lho smartphone ngeblok notif panggil pas asyik main game
0	batik nasional oktober batik nasional batik salah waris
1	heh heh heh kapai sih ngumpet kayak kucing
-1	ketajiran pengaruh hidup ekonomi skip
0	eed kamuiapa
1	om bos terima kasih banget smpa
0	minggu thetapaushowlive catch up noh ag latest projects
0	pakai batik hits loh frozzaholics frozz frozzaholics dingininaja permendinginmenyegarka
-1	rapat lampau rapat deh kenal deh benda
0	aa rindu nya baby
1	won masuk bantulihebenernya wkwkw kalo
-1	tolak nyata asa
-1	gempa tsunami palu semakinemrawut kasihan saudara palu
0	plot twist anak usaha pegang saham besar
0	wudhu gila
1	kawan kau ketawa sesame kau adek kau when you at your lowest jamin kwn belak
1	terima kasih nasabah sama bank mandiri karya bangun negeriaatnya
1	wkwkwk gue beli buku cerita cerita nabi abu nawas dongeng buku matematika
-1	bilang nakal
0	salah lihat salah
0	cocok guru mata ajar
1	bantu pulih sedia ringan beban kak
0	pasuk mana kritik balas bukti kritikannitu ti
0	orang jarang kembang coba fokus tuju
0	bikin rindu bandung just let me know
0	oal jadup rp orang realisasi korban gempa sulit kerja pendapata
-1	katai ajar dipatahin kaki army mah enggak mau kasih
0	kecil tau gaksukaika
-1	itula ikut alir stereotype jadi kolot dok menunding jari
0	untung istri bk kalo b bakar bakar hati
0	buah kedongdong sombong
0	apa sibuk luang shalat dzuhur ya
1	mashaa allahemoga jabat emban kelak menjadiaksi mulia sidang maha dahsyat
1	cute milik cil
1	kayak baking soda bikin senyum ikut kembang
1	capai bahagia parents allah tentu h
-1	alas tinggal cowok mbak hak
-1	pki fakta ronta fakta bunuh fakta laku sejarah bicara fakta kecuali saksi pki
0	postingan kalimat selip pesan salah pilih mimpi
1	sweet moment sicowok peluk cewek bisikin hilang
0	babi anjing gelar gemar beruk mat yey monkey nara
1	cinta pilih cinta orang kamuecret garde
1	uhm happy ya senang
0	asyik stalk ig orang deh kali malaikat mauttalk ki
-1	hmm mau kembang
-1	sedih orang sayang sayang orang
0	laku emak emak
0	hai mohon lampir bukti screenshot kendala bantu cek ya
0	army care kali bui armypedulisulteng project buka donasi membant
0	biar kau tau berontak amp tumpas an berontak amp tumpas masuk
0	polisi tangkap laku jarah fasilitas paluulawesi residivis
1	capricorn tunda nunda laku tekat tuju niat
1	sahabat budiman mari hadir kaji muharram dahnil anzarimanjuntake me tema hijrah
0	anti jiyu bikin novel judul mama rupa kasih beda
1	kucil buat ingat tuhan bela
1	ingat tatkala tuhan memaklumkanesungguhnya syukur tambah nikm
1	batik luk indah hidup jalan manis hidup lukis haribatiknasional
-1	malu ya wkwkw kalah syahwat politik wkwkw
0	turun mobil bekalsebelumajaleps
-1	maaf ya lupa
0	ikut like amp follow fanpage yamaha jabar facebook instagram twitter retweet postingan tulis
0	mun juara sanksi kieu hebat pis sib
1	marila borong besok hehehehe
0	ron sesuai guna pakai kebnykan kereta kuasa enjin nya compression ratio
-1	allah nak tolong doa subur feeling meeling salamrindu kuch
0	eh nih mbak kiriminaya aa ganteng mbak
0	sadar batik kenal dunia fashion internasional jaga
0	kentang ya gapapaetidaknya kentang mekdi kentang kaepci enak
-1	upaya halang malaysia takut malaysia masuk indonesia
-1	kesi umur taraf abang bapa kenang kenang budi sih
0	fiturubmittory siap bebas tulis
0	beb ya kamisa salah sih jelek ltet n fakk
0	kenal biai
-1	jalan jalan belanda beli topi pulang mampir toko roti sakit kayak move on hati puisimiris
0	coba aku bestfriend tebak ujung kiri ujung kanan reply ya im voting for
-1	banyak syarat nikmat hidup senang senang ya wajar tingkat depresi banya
-1	mati sib enggak usah blagu bilang pucuk dingi
-1	sengaja mana jebak kenang hilang
0	suka asumsi salah orang tau salah sadar
0	cari anak rp
0	temu cari folkmusicfestival
0	exo exo l mari gempar dunia entertainment exo l exo amp exo l we are one exo ex
-1	mah kasihan dldgn orang miskin tukang sampah fakir miskin ana
0	bogor kkn sana v
-1	kadang kadang kena sorok sedih senyuma
1	terima kemarin terimakasih bantu moga salur daerah kena musibah
-1	mana hilang nyaman
0	conclusion matawang tahap lemah harga minyak usd bbl februari harga minyak ron
-1	mangapa kisah kisah selamat heroik perhati media arimacs wilander
1	jalan hidup indah bagi nikmat sombong lovedinoever
-1	capek lihat
0	alhamdulillah bisnis ku dar ajar bangun aset ajar ajak
1	bangga goodwill nya presiden tangan bencana moga allah sempat merest
1	rasa tulus cinta
0	diam lelaki teliti laku karenah perempuan nilai hati perempuan me
0	kalimat twitter please your magic bikin orang perhati alami orang bikin orang
0	online tunggu tunggu typing tuju tuju
0	tanding persib vs dc unitedepanjang tanding hujan tonton tribu
0	ya patut toleransi rumah tangga brader tweet meletakk
0	mari sentuh rakyat main twitter rakyat main facebook instagram dll mudah tel me
0	terkadang cinta kawan terkadang kasih orang
0	idap phobia
0	keponotes rumah provinsi
0	gegara suka bingung kalo mamah kenken suka obrol pakai mandarin gue ajar mandarin kalo mer
-1	masya allah anak milenial masakini labrak emak emak milenial adzan teriak terus
0	ajar biar berani
0	loh resmi nih
1	goodlife istimewa
0	compare harga minyak ron ron amp diesel malaysia ron l ron l die
0	ah penasarana ada oktober tepat oktober jo
1	doa hidup mudah minta tuhan jadi pribadi kuat
-1	duka mendalamemoga saudara saudara palu kuat tabah mari bantu
-1	ajar degree master phd nak hormat mak cik cleaner cuci kolej susah bayang kit
1	bagus uname sygeunwoo
-1	cinta aneh sakit omong sayang besok nya omong putus
1	hidup menang tahan menang juang
0	then compare harga minyak dunia usd bbl usd bbl
0	dikandangin mas deh ayo masuk kandang puss puss eong eong
0	nikmat konten gratis ya iyain
-1	hati modus tipu ala jokower kayak data jelek spin bagus data capai target spin jad
0	otp masuk without transaction please restart your phone hacker hac
-1	wanita menang lemah temu ungkap asa
0	posthink miski
0	bencana waspada nampang publikaat tsunami aceh salah organisasi han
0	temu imf wb bal anggar trilyunan digelarementara masyarakat sedi
0	jodoh satu jodoh temu blad
0	ah meong
1	ryn tau fansbase support ryn rynchibi
0	bicara mimpi nyata conan edogawa
-1	jaga ya ucap
0	jarang muncul cowok jarang muncul sekali muncul nge jb mulu
0	hai min infoin ya openfollbackallacc tinggal follow mention thanks comic angelous
0	hidung mancung nya
1	kali kenal iya sih lupa tanggal hari jadi manis dalam hehe
0	halo tinggal putar lombok mataram dapat product baru oopscruiser jlriwijaya mataram
-1	hai achanjkt kadang suka rindu kangen typomu kangen sholat lantai pokok nya dehalam kangen fantasticof
-1	pas kelas gue dibully verbal kakak gue olok khas anak
0	adil orang jalan jalan cari
0	kalo leo jauhjauhana minat
1	tetap pahlawan korban korban bencana alam butuh bantu
0	teman jauh media sosial bantu asa mu khawatir dis
-1	menteri negeri bela sungkawa musibah gempa bumi tsunami donggala palu sekitarnyaemoga
-1	juang perih henti
0	kaya gue
0	rame banget omong malik amp elsa sih pengin
0	bilang polling retweet unggul like yuk bukti pas prabowoandiaga like
0	halo joemoga teman
0	cari cantik minggir cari batik manis maju duluan haribatiknasional
0	janganalah rakyatemua akibat statement
0	pki mati anak anak bantai usir negeri beda anak
0	kagak ngitung helai rambut
-1	dunia kerja profesional ya enggak bisa percaya orang diri kaki send
-1	emosi bimbing pikir tindak positif tenang teens livia
-1	mana sayang
0	penasaran bikin tonton film bioskop cerita fan akt
0	hidup faham orang orang faham benar orang faham
0	cinta sejati pohon cabang cinta
-1	ya allah mantan timeline aquh
-1	koordinasi pimpin absent rakyat jarah saran kritik terhdp penangana
0	sebut malam pagi gelap pagi lembut malameperti terla
0	kemarin tepat oktober ingat sakti pancasila insiden kait usaha pakai
0	lelah
0	detektif menganalisa rasa mouri ran
1	bagus sadar bekalsebelumajaleps
0	chek brand personil gozealcloth
0	batik waris budaya lestari bangga batik haribatiknasional
0	tanam jernih hubung ya
1	maha atuh
1	papa sayang
0	naksirama gebetan teman
0	terfollowback eonnyie
1	sahabat hadir doa hadir doa
0	ketemu orang kos sih mit because im everywhere
1	anggap aneh anggap
1	beda yakin gegara interest agama gue anut dunn
0	perkara patut bincang dengar mati bincang nasib syurga a
-1	tetiba stres orang nak dengar je salah
0	tunggu praktikum aristektur mahasiswa arsitektur bawa bekal makan siang laper
0	eh btw tweet fpi bantu korban gempa
0	jalan hidup kuliah line
0	nak pasal ilmu agama dalam pergi cari ustaz tahfiz
1	mari banyak doa dzikirmoga allah snantiasa lindung hindar
0	smash idola jadibnanya
1	palu donggala mari peduli saudara palu donggala ya
1	rasa frustasi harap diri rasa bahagia zico of block b
0	income protection plan ganti gaji jaga keluarga kurang nya deh
0	rumah bekalsebelumajaleps
0	persib wajib laksana partai kandang pulau jawa kalimantan musim aka
0	demokrasi tegak negeri edar kabar ratna
0	jawa bantu subsidi ongkir ribu hueheue
1	remeh bahagia hidup baik salah terus lang ds
1	kadang kadang cuba baik hidup tenang amp aman asing ragam manusia situa
-1	sudi temu manusia alay foto bareng
0	kopi pilih layak nikmat hadap kopi
-1	orang bodoh bodoh usaha ya aoko nakamori
0	makan siang gihh
-1	nih sanksi persib tuju mojang bujang ozspos
-1	kriminal untung baikin
0	spesial soners indonesiana takpunyahati jam siangtay tuned
0	percaya sempurna lahir ajar banding ya
1	walopun orang kebaika
0	tau abc nya langsung ratna ayo ketemu
1	gaduh kejap je deh okayebab sayang
0	peluk sahuperjunior pcasuperjunior theconcerttour
0	weh wkwk
-1	sedih rindu sadar
1	sabar ya moga bahagia
1	wow
0	member marah seram taeyeon hyoyeon marah cenderung diam
1	setia sejati bicara anggap anggap salah jowy blightuikoden
1	sungguh muhammadaw budi pekerti agung
1	kaya indah batik indonesia syukur lestari haribatiknasional
0	mahal
-1	ih bose
